id,tower,code,path,tier,upgrade,medium_increment,medium_bare_path_total,cost_kind,historical_wiki_xp,role,effect,cost_source_url,effect_source_url,model_reference_url
monkey_sub_050,Monkey Sub,050,middle,5,Pre-emptive Strike,29000,44425,fixed_upgrade_price,,tank_killer,Automatically strikes MOAB-class targets when they enter the map.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-050.json
monkey_sub_001,Monkey Sub,001,bottom,1,Twin Guns,450,775,fixed_upgrade_price,,basic_dps,Increases dart and other weapon attack speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-001.json
monkey_sub_002,Monkey Sub,002,bottom,2,Airburst Darts,1000,1775,fixed_upgrade_price,,basic_dps,Darts split into three projectiles on impact.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-002.json
monkey_sub_003,Monkey Sub,003,bottom,3,Triple Guns,1100,2875,fixed_upgrade_price,,rapid_fire,Further increases firing speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-003.json
monkey_sub_004,Monkey Sub,004,bottom,4,Armor Piercing Darts,2500,5375,fixed_upgrade_price,,rapid_fire,"Improves damage and pierce, with bonuses against Fortified and MOAB-class targets.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-004.json
monkey_sub_005,Monkey Sub,005,bottom,5,Sub Commander,25000,30375,fixed_upgrade_price,,rapid_fire,Increases its own damage and pierce and buffs nearby Subs.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeySub/MonkeySub-005.json
monkey_buccaneer_100,Monkey Buccaneer,100,top,1,Faster Shooting,275,675,fixed_upgrade_price,,basic_dps,Increases the firing speed of ship weapons.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-100.json
monkey_buccaneer_200,Monkey Buccaneer,200,top,2,Double Shot,425,1100,fixed_upgrade_price,,basic_dps,Increases the number of projectiles fired.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-200.json
monkey_buccaneer_300,Monkey Buccaneer,300,top,3,Destroyer,3350,4450,fixed_upgrade_price,,rapid_fire,Greatly increases firing speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-300.json
monkey_buccaneer_400,Monkey Buccaneer,400,top,4,Aircraft Carrier,8000,12450,fixed_upgrade_price,,summoner,Launches fighter planes with dart attacks and anti-MOAB missiles.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-400.json
monkey_buccaneer_500,Monkey Buccaneer,500,top,5,Carrier Flagship,26000,38450,fixed_upgrade_price,,summoner,"Improves aircraft, adds land-tower platforms, and buffs water towers and Monkey Aces.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-500.json
monkey_buccaneer_010,Monkey Buccaneer,010,middle,1,Grape Shot,550,950,fixed_upgrade_price,,basic_dps,Adds a five-projectile grape attack.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-010.json
monkey_buccaneer_020,Monkey Buccaneer,020,middle,2,Hot Shot,500,1450,fixed_upgrade_price,,basic_dps,Grapes ignite targets and damage Lead.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-020.json
monkey_buccaneer_030,Monkey Buccaneer,030,middle,3,Cannon Ship,900,2350,fixed_upgrade_price,,splash,Adds explosive cannon attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-030.json
monkey_buccaneer_040,Monkey Buccaneer,040,middle,4,Monkey Pirates,3900,6250,fixed_upgrade_price,,tank_killer,Adds cannons and the MOAB Takedown harpoon ability.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-040.json
monkey_buccaneer_050,Monkey Buccaneer,050,middle,5,Pirate Lord,29000,35250,fixed_upgrade_price,,tank_killer,Strengthens the ship and harpoon ability; captured targets yield extra cash.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-050.json
monkey_buccaneer_001,Monkey Buccaneer,001,bottom,1,Long Range,200,600,fixed_upgrade_price,,basic_dps,"Increases range, projectile speed, and pierce.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-001.json
monkey_buccaneer_002,Monkey Buccaneer,002,bottom,2,Crow's Nest,350,950,fixed_upgrade_price,,basic_dps,Adds Camo detection.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-002.json
monkey_buccaneer_003,Monkey Buccaneer,003,bottom,3,Merchantman,2400,3350,fixed_upgrade_price,,economy,Generates round-end income and gains damage when saved cash exceeds its threshold.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-003.json
monkey_buccaneer_004,Monkey Buccaneer,004,bottom,4,Favored Trades,5500,8850,fixed_upgrade_price,,economy,Increases income and nearby sellback value; improves attacks at a higher saved-cash threshold.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-004.json
monkey_buccaneer_005,Monkey Buccaneer,005,bottom,5,Trade Empire,23000,31850,fixed_upgrade_price,,economy,Improves income and buffs up to twenty Merchantmen.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyBuccaneer/MonkeyBuccaneer-005.json
monkey_ace_100,Monkey Ace,100,top,1,Rapid Fire,450,1250,fixed_upgrade_price,,splash,Increases dart firing speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-100.json
monkey_ace_200,Monkey Ace,200,top,2,Lots More Darts,550,1800,fixed_upgrade_price,,splash,Fires twelve darts per volley.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-200.json
monkey_ace_300,Monkey Ace,300,top,3,Fighter Plane,1000,2800,fixed_upgrade_price,,rapid_fire,Adds anti-MOAB missiles and increases flight speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-300.json
monkey_ace_400,Monkey Ace,400,top,4,Operation: Dart Storm,3300,6100,fixed_upgrade_price,,rapid_fire,Fires sixteen darts per volley at a faster rate.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-400.json
monkey_ace_500,Monkey Ace,500,top,5,Sky Shredder,42500,48600,fixed_upgrade_price,,rapid_fire,Upgrades the high-volume dart and anti-MOAB attack path.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-500.json
monkey_ace_010,Monkey Ace,010,middle,1,Exploding Pineapple,200,1000,fixed_upgrade_price,,splash,Drops timed explosives and improves explosive attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-010.json
monkey_ace_020,Monkey Ace,020,middle,2,Spy Plane,350,1350,fixed_upgrade_price,,splash,Adds Camo detection and bonus damage against Camo targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-020.json
monkey_ace_030,Monkey Ace,030,middle,3,Bomber Ace,900,2250,fixed_upgrade_price,,splash,Drops a line of bombs when crossing the track.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-030.json
monkey_ace_040,Monkey Ace,040,middle,4,Ground Zero,16000,18250,fixed_upgrade_price,,splash,Adds a map-wide bomb ability and improves normal bombs.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-040.json
monkey_ace_050,Monkey Ace,050,middle,5,Tsar Bomba,26000,44250,fixed_upgrade_price,,splash,Upgrades the map-wide bombing ability.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-050.json
monkey_ace_001,Monkey Ace,001,bottom,1,Sharper Darts,500,1300,fixed_upgrade_price,,splash,Raises dart pierce to eight.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-001.json
monkey_ace_002,Monkey Ace,002,bottom,2,Centered Path,550,1850,fixed_upgrade_price,,splash,Adds a movable central flight pattern.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-002.json
monkey_ace_003,Monkey Ace,003,bottom,3,Neva-Miss Targeting,2550,4400,fixed_upgrade_price,,splash,Adds homing to dart projectiles.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-003.json
monkey_ace_004,Monkey Ace,004,bottom,4,Spectre,23400,27800,fixed_upgrade_price,,rapid_fire,Adds rapid targeted dart and bomb attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-004.json
monkey_ace_005,Monkey Ace,005,bottom,5,Flying Fortress,90000,117800,fixed_upgrade_price,,rapid_fire,Greatly increases the aircraft's sustained dart and bomb output.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MonkeyAce/MonkeyAce-005.json
heli_pilot_100,Heli Pilot,100,top,1,Quad Darts,800,2300,fixed_upgrade_price,,basic_dps,Fires four darts per volley instead of two.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-100.json
heli_pilot_200,Heli Pilot,200,top,2,Pursuit,500,2800,fixed_upgrade_price,,basic_dps,Adds automatic pursuit of Bloons.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-200.json
heli_pilot_300,Heli Pilot,300,top,3,Razor Rotors,1450,4250,fixed_upgrade_price,,rapid_fire,Adds contact damage that can affect Lead and Frozen targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-300.json
heli_pilot_400,Heli Pilot,400,top,4,Apache Dartship,20000,24250,fixed_upgrade_price,,rapid_fire,Adds machine guns and a missile array.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-400.json
heli_pilot_500,Heli Pilot,500,top,5,Apache Prime,45000,69250,fixed_upgrade_price,,rapid_fire,Upgrades the Apache's weapons for sustained damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-500.json
heli_pilot_010,Heli Pilot,010,middle,1,Bigger Jets,300,1800,fixed_upgrade_price,,basic_dps,Increases helicopter movement speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-010.json
heli_pilot_020,Heli Pilot,020,middle,2,IFR,600,2400,fixed_upgrade_price,,basic_dps,Adds Camo detection.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-020.json
heli_pilot_030,Heli Pilot,030,middle,3,Downdraft,3500,5900,fixed_upgrade_price,,slow,Pushes ordinary Bloons back toward the entrance.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-030.json
heli_pilot_040,Heli Pilot,040,middle,4,Support Chinook,9500,15400,fixed_upgrade_price,,support,"Adds supply drops, tower relocation, and stronger knockback.",https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-040.json
heli_pilot_050,Heli Pilot,050,middle,5,Special Poperations,30000,45400,fixed_upgrade_price,,support,Adds a deployable Monkey Marine.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-050.json
heli_pilot_001,Heli Pilot,001,bottom,1,Faster Firing,250,1750,fixed_upgrade_price,,basic_dps,Increases the firing speed of helicopter attacks.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-001.json
heli_pilot_002,Heli Pilot,002,bottom,2,Faster Darts,350,2100,fixed_upgrade_price,,basic_dps,Increases dart travel speed.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-002.json
heli_pilot_003,Heli Pilot,003,bottom,3,MOAB Shove,3400,5500,fixed_upgrade_price,,slow,Slows or pushes MOAB-class targets through contact.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-003.json
heli_pilot_004,Heli Pilot,004,bottom,4,Comanche Defense,8500,14000,fixed_upgrade_price,,summoner,Calls temporary smaller helicopters when pressure increases.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-004.json
heli_pilot_005,Heli Pilot,005,bottom,5,Comanche Commander,35000,49000,fixed_upgrade_price,,summoner,Adds three permanent supporting helicopters and stronger weapons.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/HeliPilot/HeliPilot-005.json
mortar_monkey_100,Mortar Monkey,100,top,1,Bigger Blast,300,900,fixed_upgrade_price,,splash,Increases explosion radius.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-100.json
mortar_monkey_200,Mortar Monkey,200,top,2,Bloon Buster,500,1400,fixed_upgrade_price,,splash,Raises explosion damage to three.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-200.json
mortar_monkey_300,Mortar Monkey,300,top,3,Shell Shock,825,2225,fixed_upgrade_price,,splash,Adds an impact stun and a wider shockwave; also improves Burny Stuff.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-300.json
mortar_monkey_400,Mortar Monkey,400,top,4,The Big One,7000,9225,fixed_upgrade_price,,splash,Adds much higher explosion damage and improves Burny Stuff.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-400.json
mortar_monkey_500,Mortar Monkey,500,top,5,The Biggest One,36000,45225,fixed_upgrade_price,,splash,Expands explosion damage and area and strengthens burn damage.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-500.json
mortar_monkey_010,Mortar Monkey,010,middle,1,Faster Reload,400,1000,fixed_upgrade_price,,splash,Reduces reload time.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-010.json
mortar_monkey_020,Mortar Monkey,020,middle,2,Rapid Reload,500,1500,fixed_upgrade_price,,splash,Further reduces reload time.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-020.json
mortar_monkey_030,Mortar Monkey,030,middle,3,Heavy Shells,900,2400,fixed_upgrade_price,,splash,Adds damage against several tough target types and allows Black Bloon popping.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-030.json
mortar_monkey_040,Mortar Monkey,040,middle,4,Artillery Battery,6500,8900,fixed_upgrade_price,,rapid_fire,Adds three-barrel firing and a temporary Bombardment speed ability.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-040.json
mortar_monkey_050,Mortar Monkey,050,middle,5,Pop and Awe,38000,46900,fixed_upgrade_price,,status,Adds sustained rapid fire and a global damaging stun ability.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-050.json
mortar_monkey_001,Mortar Monkey,001,bottom,1,Increased Accuracy,200,800,fixed_upgrade_price,,splash,Reduces shot spread and allows hits on Camo targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-001.json
mortar_monkey_002,Mortar Monkey,002,bottom,2,Burny Stuff,400,1200,fixed_upgrade_price,,splash,Applies damage over time to hit targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-002.json
mortar_monkey_003,Mortar Monkey,003,bottom,3,Signal Flare,1100,2300,fixed_upgrade_price,,support,Removes Camo from affected targets.,https://raw.githubusercontent.com/hemisemidemipresent/cyberquincy/master/jsons/costs.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/textTable.json,https://raw.githubusercontent.com/Btd6ModHelper/btd6-game-data/main/Towers/MortarMonkey/MortarMonkey-003.json
